"dtc","modelType","factory","serialStart","serialEnd","ecu","compFull","standard","event","symptom","condition","preDtc","causes","actions","mode"
"B11682F","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 2","전기 유압 비례 제어 밸브, 암 BR","ISO 14229 / SAE J1939","불규칙한 신호","B11682F 전기 유압 비례 제어 밸브, 암 BR 불규칙한 신호","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B114B12","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","전기-유압 비례 밸브, 트래블 1 SB2","ISO 14229 / SAE J1939","회로의 전원 단락","B114B12 전기-유압 비례 밸브, 트래블 1 SB2 회로의 전원 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B117313","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 2","트래블 2 AR, 솔레노이드 밸브","ISO 14229 / SAE J1939","회로 단선","B117313 트래블 2 AR, 솔레노이드 밸브 회로 단선","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B119D12","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 1","작업장치 잠금 압력 상승 솔레노이드 밸브","ISO 14229 / SAE J1939","회로의 전원 단락","B119D12 작업장치 잠금 압력 상승 솔레노이드 밸브 회로의 전원 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B102818","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 1","하단 와이퍼 컨트롤 릴레이","ISO 14229 / SAE J1939","회로 전류 임계값 미만","B102818 하단 와이퍼 컨트롤 릴레이 회로 전류 임계값 미만","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"C103512","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 1","CDC 우측 피드백 진단","ISO 14229 / SAE J1939","회로의 전원 단락","C103512 CDC 우측 피드백 진단 회로의 전원 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B102A13","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 1","붐 조명 릴레이","ISO 14229 / SAE J1939","회로 단선","B102A13 붐 조명 릴레이 회로 단선","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P111818","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","Transmission Intermediate Speed 2 Sensor Circuit","ISO 14229 / SAE J1939","회로 전류 임계값 미만","P111818 Transmission Intermediate Speed 2 Sensor Circuit 회로 전류 임계값 미만","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P112A12","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","Automatic Brake System, Rear, Solenoid Valve Circuit","ISO 14229 / SAE J1939","회로의 전원 단락","P112A12 Automatic Brake System, Rear, Solenoid Valve Circuit 회로의 전원 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P112C11","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","Brakes, Rear Axle Output Pressure Sensor Circuit","ISO 14229 / SAE J1939","회로의 접지 단락","P112C11 Brakes, Rear Axle Output Pressure Sensor Circuit 회로의 접지 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P113294","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","트랜스미션이 중립 위치에 고정되지 않음","ISO 14229 / SAE J1939","오작동","P113294 트랜스미션이 중립 위치에 고정되지 않음 오작동","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"U107687","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","주차 브레이크 작동 상태 전자 데이터 링크","ISO 14229 / SAE J1939","메시지 누락","U107687 주차 브레이크 작동 상태 전자 데이터 링크 메시지 누락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"C101587","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","충전 인터페이스 컨트롤 유닛","ESS 냉각 패키지 2, CAN 통신","ISO 14229 / SAE J1939","메시지 누락","C101587 ESS 냉각 패키지 2, CAN 통신 메시지 누락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P103209","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","에너지 저장 컨트롤 모듈","하이브리드/EV 배터리 팩 ""C"", 서비스 박스","ISO 14229 / SAE J1939","구성부품 오류","P103209 하이브리드/EV 배터리 팩 ""C"", 서비스 박스 구성부품 오류","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P2D4698","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","에너지 저장 컨트롤 모듈","하이브리드/EV 배터리 팩 ""B""","ISO 14229 / SAE J1939","구성부품 또는 시스템 과열","P2D4698 하이브리드/EV 배터리 팩 ""B"" 구성부품 또는 시스템 과열","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P1015A3","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","Hybrid Powertrain Control Unit","하이브리드/EV MCU 견인력 전압","ISO 14229 / SAE J1939","시스템 전압 높음","P1015A3 하이브리드/EV MCU 견인력 전압 시스템 전압 높음","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P105964","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","Hybrid Powertrain Control Unit","배터리 충전기 입력","ISO 14229 / SAE J1939","신호 타당성 오류","P105964 배터리 충전기 입력 신호 타당성 오류","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"U102387","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","Hybrid Powertrain Control Unit","충전 스위치 유닛 B와 통신 두절","ISO 14229 / SAE J1939","메시지 누락","U102387 충전 스위치 유닛 B와 통신 두절 메시지 누락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"U102564","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","Hybrid Powertrain Control Unit","하이브리드/EV 위험 전압 인터록 회로, 유선 신호","ISO 14229 / SAE J1939","신호 타당성 오류","U102564 하이브리드/EV 위험 전압 인터록 회로, 유선 신호 신호 타당성 오류","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P020611","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","실린더 6 인젝터 ""A""","ISO 14229 / SAE J1939","회로의 접지 단락","SID 6-4","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B105812","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","소형 일반 용도 장비의 전자 컨트롤 유닛 1","Engine PreHeat Relay","ISO 14229 / SAE J1939","회로의 전원 단락","B105812 Engine PreHeat Relay 회로의 전원 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B107912","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","소형 일반 용도 장비의 전자 컨트롤 유닛 1","Motor Drive Wakeup Relay","ISO 14229 / SAE J1939","회로의 전원 단락","B107912 Motor Drive Wakeup Relay 회로의 전원 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P101D18","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","소형 일반 용도 장비의 전자 컨트롤 유닛 1","하이브리드/EV, 배터리 관리 장치(BMU) ""B"", 위험 전압 연동 회로","ISO 14229 / SAE J1939","회로 전류 임계값 미만","P101D18 하이브리드/EV, 배터리 관리 장치(BMU) ""B"", 위험 전압 연동 회로 회로 전류 임계값 미만","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P102519","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","소형 일반 용도 장비의 전자 컨트롤 유닛 1","하이브리드/EV 배터리 팩 ""B""","ISO 14229 / SAE J1939","회로 전류 임계값 초과","P102519 하이브리드/EV 배터리 팩 ""B"" 회로 전류 임계값 초과","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B108213","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","소형 일반 용도 장비의 전자 컨트롤 유닛 2","X1/Boom Swing Proportional Control Valve","ISO 14229 / SAE J1939","회로 단선","B108213 X1/Boom Swing Proportional Control Valve 회로 단선","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B11CB13","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 1","Third Party Proportional Valve 1","ISO 14229 / SAE J1939","회로 단선","B11CB13 Third Party Proportional Valve 1 회로 단선","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P107204","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","트랜스미션 오류, 황색 경고","ISO 14229 / SAE J1939","시스템 내부 오류","P107204 트랜스미션 오류, 황색 경고 시스템 내부 오류","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B11C311","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 2","Auger Height Sensor","ISO 14229 / SAE J1939","회로의 접지 단락","B11C311 Auger Height Sensor 회로의 접지 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P034031","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","캠 샤프트 위치 센서 ""A"" 뱅크 1 또는 단일 센서","ISO 14229 / SAE J1939","신호 없음","SE2703-3","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B101B12","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 1","X1 유량 컨트롤 밸브","ISO 14229 / SAE J1939","회로의 전원 단락","B101B12 X1 유량 컨트롤 밸브 회로의 전원 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B100C87","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","인간 기계 인터페이스 컨트롤 유닛","J1939 ACM - HMICU 결함","ISO 14229 / SAE J1939","메시지 누락","B100C87 J1939 ACM - HMICU 결함 메시지 누락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B10D918","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 2","조이스틱 제어식 지지대 솔레노이드 2","ISO 14229 / SAE J1939","회로 전류 임계값 미만","B10D918 조이스틱 제어식 지지대 솔레노이드 2 회로 전류 임계값 미만","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B10EA13","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 1","X1 압력 비율 컨트롤 밸브 2","ISO 14229 / SAE J1939","회로 단선","B10EA13 X1 압력 비율 컨트롤 밸브 2 회로 단선","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"U101187","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 1","GPMECU_1 HMICU BB2 버스 진단","ISO 14229 / SAE J1939","메시지 누락","U101187 GPMECU_1 HMICU BB2 버스 진단 메시지 누락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B104419","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","소형 일반 용도 장비의 전자 컨트롤 유닛 1","ECU 12V 파워 공급 회로","ISO 14229 / SAE J1939","회로 전류 임계값 초과","B104419 ECU 12V 파워 공급 회로 회로 전류 임계값 초과","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P104312","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 1","앞쪽 와이퍼 릴레이 회로","ISO 14229 / SAE J1939","회로의 전원 단락","P104312 앞쪽 와이퍼 릴레이 회로 회로의 전원 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"C103B11","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 1","충전 밸브 알람","ISO 14229 / SAE J1939","회로의 접지 단락","C103B11 충전 밸브 알람 회로의 접지 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B11AC2F","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","전기 유압식 비례 제어 밸브, 좌측 전진","ISO 14229 / SAE J1939","불규칙한 신호","B11AC2F 전기 유압식 비례 제어 밸브, 좌측 전진 불규칙한 신호","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B11A911","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","붐 복원 시스템, 붐 플로트 BA 비례 제어 밸브","ISO 14229 / SAE J1939","회로의 접지 단락","B11A911 붐 복원 시스템, 붐 플로트 BA 비례 제어 밸브 회로의 접지 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B11AA12","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","붐 복원 시스템, 방전 CM 비례 제어 밸브","ISO 14229 / SAE J1939","회로의 전원 단락","B11AA12 붐 복원 시스템, 방전 CM 비례 제어 밸브 회로의 전원 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B11AA19","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","붐 복원 시스템, 방전 CM 비례 제어 밸브","ISO 14229 / SAE J1939","회로 전류 임계값 초과","B11AA19 붐 복원 시스템, 방전 CM 비례 제어 밸브 회로 전류 임계값 초과","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B116311","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 2","버킷 BA 밸브","ISO 14229 / SAE J1939","회로의 접지 단락","B116311 버킷 BA 밸브 회로의 접지 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B116818","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 2","전기 유압 비례 제어 밸브, 암 BR","ISO 14229 / SAE J1939","회로 전류 임계값 미만","B116818 전기 유압 비례 제어 밸브, 암 BR 회로 전류 임계값 미만","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B116A19","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 2","전기 유압 비례 제어 밸브, 암 BA","ISO 14229 / SAE J1939","회로 전류 임계값 초과","B116A19 전기 유압 비례 제어 밸브, 암 BA 회로 전류 임계값 초과","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B116C11","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 2","전기 유압식 비례 밸브, 스윙 AR","ISO 14229 / SAE J1939","회로의 접지 단락","B116C11 전기 유압식 비례 밸브, 스윙 AR 회로의 접지 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B114D18","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","전기 유압 비례 제어 밸브, 버킷 SA2","ISO 14229 / SAE J1939","회로 전류 임계값 미만","B114D18 전기 유압 비례 제어 밸브, 버킷 SA2 회로 전류 임계값 미만","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B115D12","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","전기 유압식 비례 밸브, 버킷 SB2","ISO 14229 / SAE J1939","회로의 전원 단락","B115D12 전기 유압식 비례 밸브, 버킷 SB2 회로의 전원 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B115F18","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","전기 유압식 비례 밸브, X1 SA2","ISO 14229 / SAE J1939","회로 전류 임계값 미만","B115F18 전기 유압식 비례 밸브, X1 SA2 회로 전류 임계값 미만","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B11552F","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","전기 유압식 비례 밸브, 암 SA2","ISO 14229 / SAE J1939","불규칙한 신호","B11552F 전기 유압식 비례 밸브, 암 SA2 불규칙한 신호","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B115612","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","전기 유압식 비례 밸브, 암 SB1","ISO 14229 / SAE J1939","회로의 전원 단락","B115612 전기 유압식 비례 밸브, 암 SB1 회로의 전원 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P203F00","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","환원제 레벨 낮음","ISO 14229 / SAE J1939","추가 정보 없음","P203F00 환원제 레벨 낮음 추가 정보 없음","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P047001","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","배기 압력 센서 ""A""","ISO 14229 / SAE J1939","일반적 전기적 오류","SE2511-12","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"C102219","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 2","틸트 레버 디텐트 솔레노이드 회로","ISO 14229 / SAE J1939","회로 전류 임계값 초과","C102219 틸트 레버 디텐트 솔레노이드 회로 회로 전류 임계값 초과","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B104319","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 2","지지대 3 솔레노이드 밸브","ISO 14229 / SAE J1939","회로 전류 임계값 초과","B104319 지지대 3 솔레노이드 밸브 회로 전류 임계값 초과","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B10A811","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 1","환원제 냉각 펌프","ISO 14229 / SAE J1939","회로의 접지 단락","B10A811 환원제 냉각 펌프 회로의 접지 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P010562","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","다기관 절대 압력/기압 센서","ISO 14229 / SAE J1939","신호 비교 오류","SE2508-7","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P228D72","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","연료 압력 레귤레이터 1 컨트롤 한계 초과 - 압력 너무 높음","ISO 14229 / SAE J1939","액츄에이터 고착 열림","SPN 679-FMI7","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
